No,;Time;Source;Destination;;Length;Info;;;;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
10032;161,936580;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1471843 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;161,936580;161,936805;0,000225;;0,002631;0,002856;0,000225
10033;161,936805;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1473197 Win=1066240 Len=0;;;;;;;161,936805;161,939661;0,002856;;-0,002552;0,000304;0,002856
10034;161,939661;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1473197 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;161,939661;161,939965;0,000304;;-0,000304;0;0,000304
10035;161,939965;74,125,68,190;192,168,43,26;TCP;54;443  >  59755 [ACK] Seq=4486 Ack=3410 Win=17009 Len=0;;;;;;;161,939965;161,939965;0;;0,015761;0,015761;0
10036;161,939965;74,125,68,190;192,168,43,26;TCP;54;443  >  59755 [ACK] Seq=4486 Ack=3496 Win=17095 Len=0;;;;;;;161,939965;161,955726;0,015761;;-0,015499;0,000262;0,015761
10037;161,955726;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1474551 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;161,955726;161,955988;0,000262;;0,012017;0,012279;0,000262
10038;161,955988;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1475905 Win=1066240 Len=0;;;;;;;161,955988;161,968267;0,012279;;-0,003929;0,00835;0,012279
10039;161,968267;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1475905 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;161,968267;161,976617;0,00835;;-0,007868;0,000482;0,00835
10040;161,976617;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=638872 Win=133120 Len=0;;;;;;;161,976617;161,977099;0,000482;;0,014568;0,01505;0,000482
10041;161,977099;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=638872 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;161,977099;161,992149;0,01505;;-0,014735;0,000315;0,01505
10042;161,992149;74,125,68,190;192,168,43,26;TLSv1,2;740;Application Data;;;;;;;161,992149;161,992464;0,000315;;-0,000315;0;0,000315
10043;161,992464;74,125,68,190;192,168,43,26;TLSv1,2;147;Application Data, Application Data;;;;;;;161,992464;161,992464;0;;0,000235;0,000235;0
10044;161,992464;74,125,68,190;192,168,43,26;TLSv1,2;93;Application Data;;;;;;;161,992464;161,992699;0,000235;;0,015382;0,015617;0,000235
10045;161,992699;192,168,43,26;74,125,68,190;TCP;54;59755  >  443 [ACK] Seq=3527 Ack=5304 Win=66560 Len=0;;;;;;;161,992699;162,008316;0,015617;;-0,014992;0,000625;0,015617
10046;162,008316;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1477259 Win=1064704 Len=0;;;;;;;162,008316;162,008941;0,000625;;0,006068;0,006693;0,000625
10047;162,008941;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1477259 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,008941;162,015634;0,006693;;-0,00626;0,000433;0,006693
10049;162,015634;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1478613 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,015634;162,016067;0,000433;;0,000713;0,001146;0,000433
10050;162,016067;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1479967 Win=1066240 Len=0;;;;;;;162,016067;162,017213;0,001146;;-0,000588;0,000558;0,001146
10051;162,017213;192,168,43,26;74,125,68,190;TLSv1,2;93;Application Data;;;;;;;162,017213;162,017771;0,000558;;0,008907;0,009465;0,000558
10052;162,017771;52,109,88,34;192,168,43,26;TLSv1,2;603;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;162,017771;162,027236;0,009465;;-0,009056;0,000409;0,009465
10053;162,027236;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=640232 Win=133120 Len=0;;;;;;;162,027236;162,027645;0,000409;;0,007169;0,007578;0,000409
10054;162,027645;192,168,43,26;52,109,88,34;TLSv1,2;268;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;162,027645;162,035223;0,007578;;-0,007439;0,000139;0,007578
10055;162,035223;103.234.121.113;192,168,43,26;TCP;1408;[TCP Previous segment not captured] 80  >  59743 [ACK] Seq=1481321 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,035223;162,035362;0,000139;;0,014632;0,014771;0,000139
10056;162,035362;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10050#1] 59743  >  80 [ACK] Seq=2589 Ack=1479967 Win=1066240 Len=0 SLE=1481321 SRE=1482675;;;;;;;162,035362;162,050133;0,014771;;-0,004651;0,01012;0,014771
10057;162,050133;103.234.121.113;192,168,43,26;TCP;1408;[TCP Out-Of-Order] 80  >  59743 [ACK] Seq=1479967 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,050133;162,060253;0,01012;;-0,00987;0,00025;0,01012
10058;162,060253;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=640232 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,060253;162,060503;0,00025;;0,010221;0,010471;0,00025
10059;162,060503;74,125,68,190;192,168,43,26;TCP;54;443  >  59755 [ACK] Seq=5304 Ack=3527 Win=17126 Len=0;;;;;;;162,060503;162,070974;0,010471;;-0,010339;0,000132;0,010471
10060;162,070974;103.234.121.113;192,168,43,26;TCP;1408;[TCP Previous segment not captured] 80  >  59743 [ACK] Seq=1484029 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,070974;162,071106;0,000132;;0,01708;0,017212;0,000132
10061;162,071106;192,168,43,26;103.234.121.113;TCP;66;59743  >  80 [ACK] Seq=2589 Ack=1482675 Win=1066240 Len=0 SLE=1484029 SRE=1485383;;;;;;;162,071106;162,088318;0,017212;;-0,016943;0,000269;0,017212
10062;162,088318;103.234.121.113;192,168,43,26;TCP;1408;[TCP Out-Of-Order] 80  >  59743 [ACK] Seq=1482675 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,088318;162,088587;0,000269;;0,010474;0,010743;0,000269
10063;162,088587;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1485383 Win=1066240 Len=0;;;;;;;162,088587;162,099330;0,010743;;-0,009972;0,000771;0,010743
10064;162,099330;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1485383 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,099330;162,100101;0,000771;;0,013866;0,014637;0,000771
10065;162,100101;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=641592 Win=133120 Len=0;;;;;;;162,100101;162,114738;0,014637;;-0,001755;0,012882;0,014637
10066;162,114738;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=641592 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,114738;162,127620;0,012882;;-0,0126;0,000282;0,012882
10067;162,127620;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1486737 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,127620;162,127902;0,000282;;0,011764;0,012046;0,000282
10068;162,127902;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1488091 Win=1066240 Len=0;;;;;;;162,127902;162,139948;0,012046;;-0,00476;0,007286;0,012046
10069;162,139948;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1488091 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,139948;162,147234;0,007286;;-0,005793;0,001493;0,007286
10070;162,147234;192,168,43,26;23,60,153,206;HTTP;364;GET /pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/16,0,13231,20360/stream,x86,en-us,dat HTTP/1,1 ;;;;;;;162,147234;162,148727;0,001493;;-0,001355;0,000138;0,001493
10071;162,148727;103.234.121.113;192,168,43,26;TCP;1408;[TCP Out-Of-Order] 80  >  59743 [ACK] Seq=1462365 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,148727;162,148865;0,000138;;0,009249;0,009387;0,000138
10072;162,148865;192,168,43,26;103.234.121.113;TCP;66;59743  >  80 [ACK] Seq=2589 Ack=1489445 Win=1064704 Len=0 SLE=1462365 SRE=1463719;;;;;;;162,148865;162,158252;0,009387;;0,004746;0,014133;0,009387
10073;162,158252;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=642952 Win=133120 Len=0;;;;;;;162,158252;162,172385;0,014133;;-0,01401;0,000123;0,014133
10074;162,172385;103.234.121.113;192,168,43,26;TCP;1408;[TCP Out-Of-Order] 80  >  59743 [ACK] Seq=1463719 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,172385;162,172508;0,000123;;0,004476;0,004599;0,000123
10075;162,172508;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10072#1] 59743  >  80 [ACK] Seq=2589 Ack=1489445 Win=1064704 Len=0 SLE=1463719 SRE=1465073;;;;;;;162,172508;162,177107;0,004599;;0,008202;0,012801;0,004599
10076;162,177107;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=642952 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,177107;162,189908;0,012801;;-0,012659;0,000142;0,012801
10077;162,189908;103.234.121.113;192,168,43,26;TCP;1408;[TCP Previous segment not captured] 80  >  59743 [ACK] Seq=1490799 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,189908;162,190050;0,000142;;0,017562;0,017704;0,000142
10078;162,190050;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10072#2] 59743  >  80 [ACK] Seq=2589 Ack=1489445 Win=1064704 Len=0 SLE=1490799 SRE=1492153;;;;;;;162,190050;162,207754;0,017704;;-0,006494;0,01121;0,017704
10079;162,207754;103.234.121.113;192,168,43,26;TCP;1408;[TCP Fast Retransmission] 80  >  59743 [ACK] Seq=1489445 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,207754;162,218964;0,01121;;-0,010965;0,000245;0,01121
10080;162,218964;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1492153 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,218964;162,219209;0,000245;;0,000233;0,000478;0,000245
10081;162,219209;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1493507 Win=1066240 Len=0;;;;;;;162,219209;162,219687;0,000478;;0,007635;0,008113;0,000478
10082;162,219687;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=644312 Win=133120 Len=0;;;;;;;162,219687;162,227800;0,008113;;0,011787;0,0199;0,008113
10083;162,227800;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1493507 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,227800;162,247700;0,0199;;-0,004015;0,015885;0,0199
10084;162,247700;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=644312 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,247700;162,263585;0,015885;;-0,01568;0,000205;0,015885
10085;162,263585;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1494861 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,263585;162,263790;0,000205;;0,005465;0,00567;0,000205
10086;162,263790;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1496215 Win=1066240 Len=0;;;;;;;162,263790;162,269460;0,00567;;-0,001;0,00467;0,00567
10087;162,269460;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1496215 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,269460;162,274130;0,00467;;0,009475;0,014145;0,00467
10089;162,274130;192,168,43,26;172,217,194,94;TCP;66;59758  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;162,274130;162,288275;0,014145;;-0,013777;0,000368;0,014145
10090;162,288275;103.234.121.113;192,168,43,26;TCP;1408;[TCP Previous segment not captured] 80  >  59743 [ACK] Seq=1500277 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,288275;162,288643;0,000368;;0,005106;0,005474;0,000368
10091;162,288643;192,168,43,26;103.234.121.113;TCP;66;59743  >  80 [ACK] Seq=2589 Ack=1497569 Win=1064704 Len=0 SLE=1500277 SRE=1501631;;;;;;;162,288643;162,294117;0,005474;;-0,001995;0,003479;0,005474
10092;162,294117;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=645672 Win=133120 Len=0;;;;;;;162,294117;162,297596;0,003479;;-0,003343;0,000136;0,003479
10093;162,297596;103.234.121.113;192,168,43,26;TCP;1408;[TCP Out-Of-Order] 80  >  59743 [ACK] Seq=1498923 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,297596;162,297732;0,000136;;0,007257;0,007393;0,000136
10094;162,297732;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10091#1] 59743  >  80 [ACK] Seq=2589 Ack=1497569 Win=1064704 Len=0 SLE=1498923 SRE=1501631;;;;;;;162,297732;162,305125;0,007393;;-0,007177;0,000216;0,007393
10095;162,305125;103.234.121.113;192,168,43,26;TCP;1408;[TCP Out-Of-Order] 80  >  59743 [ACK] Seq=1497569 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,305125;162,305341;0,000216;;-2,5E-05;0,000191;0,000216
10096;162,305341;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1501631 Win=1066240 Len=0;;;;;;;162,305341;162,305532;0,000191;;-0,000191;0;0,000191
10097;162,305532;74,125,68,190;192,168,43,26;TCP;54;443  >  59755 [ACK] Seq=5304 Ack=3566 Win=17165 Len=0;;;;;;;162,305532;162,305532;0;;0,006494;0,006494;0
10098;162,305532;52,109,88,34;192,168,43,26;TCP;54;443  >  59757 [ACK] Seq=5990 Ack=406 Win=14005 Len=0;;;;;;;162,305532;162,312026;0,006494;;0,010953;0,017447;0,006494
10099;162,312026;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=645672 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,312026;162,329473;0,017447;;-0,002243;0,015204;0,017447
10100;162,329473;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1501631 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,329473;162,344677;0,015204;;-0,014907;0,000297;0,015204
10101;162,344677;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1502985 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,344677;162,344974;0,000297;;0,003359;0,003656;0,000297
10102;162,344974;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1504339 Win=1066240 Len=0;;;;;;;162,344974;162,348630;0,003656;;0,021012;0,024668;0,003656
10103;162,348630;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1504339 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,348630;162,373298;0,024668;;-0,021542;0,003126;0,024668
10104;162,373298;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=647032 Win=133120 Len=0;;;;;;;162,373298;162,376424;0,003126;;-0,002886;0,00024;0,003126
10105;162,376424;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1505693 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,376424;162,376664;0,00024;;-6,5E-05;0,000175;0,00024
10106;162,376664;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1507047 Win=1066240 Len=0;;;;;;;162,376664;162,376839;0,000175;;0,001544;0,001719;0,000175
10107;162,376839;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=647032 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,376839;162,378558;0,001719;;0,028256;0,029975;0,001719
10108;162,378558;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1507047 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,378558;162,408533;0,029975;;-0,029726;0,000249;0,029975
10109;162,408533;103.234.121.113;192,168,43,26;TCP;1408;80  >  59743 [ACK] Seq=1508401 Ack=2589 Win=37888 Len=1354 [TCP segment of a reassembled PDU];;;;;;;162,408533;162,408782;0,000249;;0,009238;0,009487;0,000249
10110;162,408782;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1509755 Win=1066240 Len=0;;;;;;;162,408782;162,418269;0,009487;;-0,009296;0,000191;0,009487
10111;162,418269;103.234.121.113;192,168,43,26;HTTP;1022;HTTP/1,1 206 Partial Content ;;;;;;;162,418269;162,418460;0,000191;;0,009166;0,009357;0,000191
10112;162,418460;23,60,153,206;192,168,43,26;TCP;54;80  >  59740 [ACK] Seq=2620 Ack=3078 Win=39936 Len=0;;;;;;;162,418460;162,427817;0,009357;;-0,009199;0,000158;0,009357
10113;162,427817;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=648392 Win=133120 Len=0;;;;;;;162,427817;162,427975;0,000158;;0,00134;0,001498;0,000158
10114;162,427975;23,60,153,206;192,168,43,26;HTTP;345;HTTP/1,1 301 Moved Permanently ;;;;;;;162,427975;162,429473;0,001498;;-0,001299;0,000199;0,001498
10115;162,429473;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=648392 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,429473;162,429672;0,000199;;0,004142;0,004341;0,000199
10116;162,429672;52,109,88,34;192,168,43,26;TLSv1,2;161;Change Cipher Spec, Encrypted Handshake Message;;;;;;;162,429672;162,434013;0,004341;;0,010998;0,015339;0,004341
10117;162,434013;192,168,43,26;52,109,88,34;TLSv1,2;699;Application Data;;;;;;;162,434013;162,449352;0,015339;;-0,015127;0,000212;0,015339
10118;162,449352;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=649752 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,449352;162,449564;0,000212;;-6E-06;0,000206;0,000212
10119;162,449564;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=651112 Win=133120 Len=0;;;;;;;162,449564;162,449770;0,000206;;0,000101;0,000307;0,000206
10120;162,449770;172,217,194,94;192,168,43,26;TCP;66;443  >  59758 [SYN, ACK] Seq=0 Ack=1 Win=13600 Len=0 MSS=1360 WS=1 SACK_PERM=1;;;;;;;162,449770;162,450077;0,000307;;0,00268;0,002987;0,000307
10121;162,450077;192,168,43,26;172,217,194,94;TCP;54;59758  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0;;;;;;;162,450077;162,453064;0,002987;;0,001958;0,004945;0,002987
10122;162,453064;192,168,43,26;172,217,194,94;TLSv1,3;571;Client Hello;;;;;;;162,453064;162,458009;0,004945;;-0,00432;0,000625;0,004945
10123;162,458009;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=651112 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,458009;162,458634;0,000625;;0,000854;0,001479;0,000625
10124;162,458634;192,168,43,26;103.234.121.113;TCP;54;59743  >  80 [ACK] Seq=2589 Ack=1510723 Win=1065216 Len=0;;;;;;;162,458634;162,460113;0,001479;;0,007761;0,00924;0,001479
10125;162,460113;192,168,43,26;103.234.121.113;HTTP;378;GET /pr/64256afe-f5d9-4f86-8936-8840a6a4f5be/Office/Data/16,0,13231,20360/stream,x86,en-us,dat HTTP/1,1 ;;;;;;;162,460113;162,469353;0,00924;;-0,009036;0,000204;0,00924
10126;162,469353;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=652472 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,469353;162,469557;0,000204;;0,011495;0,011699;0,000204
10127;162,469557;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=653832 Win=133120 Len=0;;;;;;;162,469557;162,481256;0,011699;;-0,006447;0,005252;0,011699
10128;162,481256;192,168,43,26;23,60,153,206;TCP;54;59740  >  80 [ACK] Seq=3078 Ack=2911 Win=66560 Len=0;;;;;;;162,481256;162,486508;0,005252;;-0,000288;0,004964;0,005252
10129;162,486508;52,109,88,34;192,168,43,26;TCP;54;443  >  59757 [ACK] Seq=6097 Ack=1051 Win=14650 Len=0;;;;;;;162,486508;162,491472;0,004964;;-7,8E-05;0,004886;0,004964
10130;162,491472;172,217,194,94;192,168,43,26;TCP;54;443  >  59758 [ACK] Seq=1 Ack=518 Win=14117 Len=0;;;;;;;162,491472;162,496358;0,004886;;0,002737;0,007623;0,004886
10131;162,496358;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=653832 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,496358;162,503981;0,007623;;0,002095;0,009718;0,007623
10132;162,503981;103.234.121.113;192,168,43,26;TCP;54;80  >  59741 [ACK] Seq=1511127 Ack=3218 Win=39936 Len=0;;;;;;;162,503981;162,513699;0,009718;;0,003473;0,013191;0,009718
10133;162,513699;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1511127 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,513699;162,526890;0,013191;;-0,009612;0,003579;0,013191
10134;162,526890;172,217,194,94;192,168,43,26;TLSv1,3;1414;Server Hello, Change Cipher Spec;;;;;;;162,526890;162,530469;0,003579;;-0,003329;0,00025;0,003579
10135;162,530469;172,217,194,94;192,168,43,26;TLSv1,3;1380;Application Data;;;;;;;162,530469;162,530719;0,00025;;0,009061;0,009311;0,00025
10136;162,530719;192,168,43,26;172,217,194,94;TCP;54;59758  >  443 [ACK] Seq=518 Ack=2687 Win=66560 Len=0;;;;;;;162,530719;162,540030;0,009311;;-0,005406;0,003905;0,009311
10137;162,540030;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=655192 Win=133120 Len=0;;;;;;;162,540030;162,543935;0,003905;;-0,00359;0,000315;0,003905
10138;162,543935;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1512487 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,543935;162,544250;0,000315;;0,016606;0,016921;0,000315
10139;162,544250;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1513847 Win=133120 Len=0;;;;;;;162,544250;162,561171;0,016921;;-0,012055;0,004866;0,016921
10140;162,561171;192,168,43,26;172,217,194,94;TLSv1,3;134;Change Cipher Spec, Application Data;;;;;;;162,561171;162,566037;0,004866;;0,004392;0,009258;0,004866
10141;162,566037;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1513847 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,566037;162,575295;0,009258;;-0,009051;0,000207;0,009258
10142;162,575295;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1515207 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,575295;162,575502;0,000207;;0,012623;0,01283;0,000207
10143;162,575502;192,168,43,26;103.234.121.113;TCP;54;59741  >  80 [ACK] Seq=3218 Ack=1516567 Win=133120 Len=0;;;;;;;162,575502;162,588332;0,01283;;-0,012097;0,000733;0,01283
10144;162,588332;192,168,43,26;172,217,194,94;TLSv1,3;645;Application Data;;;;;;;162,588332;162,589065;0,000733;;0,004239;0,004972;0,000733
10145;162,589065;8.241.128.254;192,168,43,26;TCP;1414;80  >  59749 [ACK] Seq=655192 Ack=848 Win=64128 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,589065;162,594037;0,004972;;-0,004786;0,000186;0,004972
10146;162,594037;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1517927 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,594037;162,594223;0,000186;;0,020454;0,02064;0,000186
10147;162,594223;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10143#1] 59741  >  80 [ACK] Seq=3218 Ack=1516567 Win=133120 Len=0 SLE=1517927 SRE=1519287;;;;;;;162,594223;162,614863;0,02064;;-0,020469;0,000171;0,02064
10148;162,614863;103.234.121.113;192,168,43,26;TCP;1414;80  >  59741 [ACK] Seq=1519287 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,614863;162,615034;0,000171;;0,017944;0,018115;0,000171
10149;162,615034;192,168,43,26;103.234.121.113;TCP;66;[TCP Dup ACK 10143#2] 59741  >  80 [ACK] Seq=3218 Ack=1516567 Win=133120 Len=0 SLE=1517927 SRE=1520647;;;;;;;162,615034;162,633149;0,018115;;-0,017797;0,000318;0,018115
10150;162,633149;192,168,43,26;8.241.128.254;TCP;54;59749  >  80 [ACK] Seq=848 Ack=656552 Win=133120 Len=0;;;;;;;162,633149;162,633467;0,000318;;-0,000318;0;0,000318
10151;162,633467;103.234.121.113;192,168,43,26;TCP;1414;[TCP Fast Retransmission] 80  >  59741 [ACK] Seq=1516567 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,633467;162,633467;0;;0,013355;0,013355;0
10152;162,633467;172,217,194,94;192,168,43,26;TCP;54;443  >  59758 [ACK] Seq=2687 Ack=598 Win=14197 Len=0;;;;;;;162,633467;162,646822;0,013355;;-0,011397;0,001958;0,013355
10153;162,646822;172,217,194,94;192,168,43,26;TLSv1,3;666;Application Data, Application Data;;;;;;;162,646822;162,648780;0,001958;;-0,001456;0,000502;0,001958
10154;162,648780;192,168,43,26;172,217,194,94;TLSv1,3;85;Application Data;;;;;;;162,648780;162,649282;0,000502;;-0,000339;0,000163;0,000502
10155;162,649282;103.234.121.113;192,168,43,26;TCP;1414;[TCP Previous segment not captured] 80  >  59741 [ACK] Seq=1522007 Ack=3218 Win=39936 Len=1360 [TCP segment of a reassembled PDU];;;;;;;162,649282;162,649445;0,000163;;0,012934;0,013097;0,000163
